Country Name,Country Code,Series Name,Series Code,1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-0.7448142,-0.7053858,-0.5834717,-0.5172341,-0.5441265,-0.3833986,-0.5715542,-0.622034,-0.7946138,-1.073803,-1.171034,-1.189574,-1.276868,-1.16597,-1.282962,-1.173605,-1.171879,-1.196304,-1.26254
Algeria,DZA,Rule of Law: Estimate,RL.EST,-1.160562,-1.211336,-0.6301586,-0.587644,-0.6209092,-0.7508321,-0.7085913,-0.7727457,-0.7414688,-0.7935362,-0.7849475,-0.8076658,-0.7722811,-0.6893736,-0.7731679,-0.8639446,-0.857401,-0.8639383,-0.7752355
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,-1.244342,-1.110052,-1.04466,-1.076718,-0.8020591,-0.715686,-0.9168755,-0.9841224,-0.9797122,-1.038431,-1.022338,-1.004121,-0.9060266,-0.8933532,-0.8151981,-0.8490652,-0.8628893,-0.9037489,-0.9816775
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,0.7376288,0.7464869,0.7040941,0.9679514,0.9841928,0.9456341,0.9191467,0.9339902,0.9529908,0.9289858,1.080683,1.181357,1.193236,1.218604,1.202961
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,..,..,..,..,0.807996,0.7969421,0.3059877,0.3136365,0.3252695,0.3524871,0.3329735,0.3177396,0.3066832,0.3099391,1.225222,1.218502,1.228779,1.840552,1.845798
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,..,..,..,..,-0.1096907,0.2305025,0.2544963,0.487176,0.5056782,0.5023152,0.4928478,0.4868821,0.4859672,0.4905606,0.441491,0.4874166,0.5313401,0.5605542,0.5514148
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,0.506223,0.3719929,0.3619615,0.3774178,0.3906331,0.4036857,0.3956605,0.3902979,0.3632333,0.366314,0.1808667,0.1724523,0.1366879,-0.2539806,-0.2859632
American Samoa,ASM,Rule of Law: Estimate,RL.EST,..,..,..,..,0.8533667,1.11975,1.080184,1.105124,1.127511,1.13165,1.117741,1.098715,1.102443,1.108083,1.410083,1.34524,1.340423,1.357684,1.363119
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,..,..,..,..,0.503726,0.6543325,0.5484632,0.9721289,0.9671982,0.9638122,0.9882845,1.009052,1.025672,1.004767,..,..,..,..,..
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.183645,1.167002,1.282039,1.464986,1.401487,1.384696,1.348995,1.340644,1.337765,1.296418,1.278272,1.302488,1.290351,1.283926,1.286593,1.391288,1.413419,1.421572,1.423969
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.377704,1.359712,1.349896,1.37669,1.137412,1.278153,1.259531,1.269965,1.288655,1.325579,1.308072,1.279277,1.268373,1.260798,1.225222,1.218502,1.228779,1.242228,1.238797
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.46205,1.446284,1.423874,1.410648,1.524566,1.292862,1.543035,1.508254,1.537209,1.540096,1.518033,1.504689,1.531356,1.539397,1.718336,1.787205,1.860587,1.937282,1.944976
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.300701,1.276005,1.468842,1.447286,1.424216,1.360657,1.350138,1.377706,1.398468,1.408183,1.391692,1.617491,1.568978,1.567499,0.8850665,0.9129404,0.8714429,1.207127,1.193829
Andorra,AND,Rule of Law: Estimate,RL.EST,1.213209,1.312131,1.252001,1.087207,1.210473,0.9762172,0.8659215,1.182821,1.196158,1.224501,1.204553,1.407835,1.407764,1.409044,1.641953,1.575988,1.577925,1.60133,1.606789
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.528759,1.535655,1.437128,1.422262,1.563077,1.528182,1.329979,1.305506,1.325322,1.322938,1.324309,1.360453,1.433838,1.406642,1.165939,1.194477,1.176598,1.160519,1.069697
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.313072,-2.035583,-1.577046,-1.006538,-1.062798,-0.8875439,-0.541986,-0.6660322,-0.3629115,-0.3472624,-0.2261823,-0.3692378,-0.3893225,-0.3912335,-0.333232,-0.5008978,-0.3158988,-0.3316221,-0.3166307
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.405836,-1.522685,-1.183629,-1.320665,-1.313559,-1.296139,-1.220061,-1.289693,-1.284621,-1.404655,-1.32573,-1.344287,-1.268587,-1.3097,-1.44389,-1.394778,-1.439703,-1.412506,-1.144679
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.341783,-1.46231,-1.238857,-1.156531,-1.314578,-1.137153,-1.369493,-1.206412,-1.062213,-0.9603533,-1.117896,-1.153556,-0.9896317,-1.223171,-1.123669,-1.000103,-1.035903,-1.025313,-1.052086
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-1.689659,-1.799331,-1.46316,-1.212144,-1.251539,-1.257796,-1.132907,-1.02466,-1.065344,-1.031473,-1.035929,-1.097776,-0.9697781,-1.054224,-0.9884589,-0.9091855,-1.00138,-1.044177,-0.8750386
Angola,AGO,Rule of Law: Estimate,RL.EST,-1.700753,-1.663307,-1.617329,-1.52141,-1.496279,-1.427661,-1.300314,-1.365904,-1.366982,-1.230835,-1.265287,-1.265381,-1.269548,-1.267904,-1.118136,-1.081932,-1.08732,-1.10426,-1.047832
Angola,AGO,Voice and Accountability: Estimate,VA.EST,-1.411879,-1.458065,-1.238779,-1.272615,-1.28548,-1.234719,-1.252088,-1.185314,-1.119347,-1.126125,-1.120539,-1.125478,-1.076247,-1.113843,-1.145494,-1.177248,-1.1396,-1.096926,-0.9183374
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,0.7888739,1.193962,1.107798,1.086767,1.116136,0.8700855,1.373762,1.550928,1.47692,1.53398,1.164255,1.249272,1.315344,1.389161,1.293931
Anguilla,AIA,Control of Corruption: Estimate,CC.EST,..,..,..,..,0.8550555,1.278153,1.259531,1.269965,1.288655,1.325579,1.308072,1.279277,1.268373,1.260798,1.225222,1.218502,1.228779,1.242228,1.238797
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,..,..,..,..,1.07886,1.558452,1.543035,1.508254,1.537209,1.540096,1.518033,1.504689,1.531356,1.539397,0.952229,1.007332,1.328888,0.8358998,0.8301269
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,0.9169039,1.113491,1.350138,1.377706,1.398468,1.408183,1.391692,1.372053,1.327829,1.327262,0.8850665,0.9129404,0.8714429,0.8418499,0.8238806
Anguilla,AIA,Rule of Law: Estimate,RL.EST,..,..,..,..,1.159125,1.644845,1.599525,1.636583,1.670906,1.400128,1.382129,1.360597,1.364446,1.367896,0.0188626,-0.0392533,-0.0845851,-0.1041955,-0.0989005
Anguilla,AIA,Voice and Accountability: Estimate,VA.EST,..,..,..,..,0.8544181,0.9037812,1.017273,0.9721289,0.9671982,0.9638122,0.9882845,1.009052,1.025672,1.004767,..,..,..,..,..
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7300959,0.7141891,0.792757,0.8655943,1.08571,0.8303484,0.7995317,0.8022588,0.8139328,0.7213244,0.9049994,0.9575883,0.9757881,0.9588634,0.9845507,1.004725,0.8786072,0.7478715,0.8480138
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,0.9177213,0.8956164,0.8801265,0.8889436,0.8566598,0.7499956,1.127545,1.154757,1.288655,1.325579,1.308072,1.279277,1.268373,1.260798,0.6399029,0.6896325,0.6937485,0.2420847,0.2766874
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.6910514,0.6581553,0.6143455,0.6333275,0.5590521,0.453247,0.416459,0.4052124,0.5056782,0.5023152,0.4928478,0.4868821,0.4859672,0.4905606,-0.0692469,0.227459,0.2654906,0.009863,-0.0060096
Antigua and Barbuda,ATG,Regulatory Quality: Estimate,RQ.EST,0.8167071,0.7923433,0.7359084,0.7157142,0.5910869,0.587315,0.5481927,0.5313625,0.6425917,0.6548098,0.6446683,0.6357366,0.6043823,0.6065512,0.5329666,0.3740782,0.3414612,0.2512497,0.4142161
Antigua and Barbuda,ATG,Rule of Law: Estimate,RL.EST,1.087896,1.058924,1.061046,1.068989,0.9226655,0.6685986,0.9316705,0.9067558,0.946843,0.9790636,0.9592275,0.9494721,0.9515464,0.8378081,-0.1772038,0.5898856,0.5088418,0.4432826,0.4148062
Antigua and Barbuda,ATG,Voice and Accountability: Estimate,VA.EST,0.3393214,0.3909619,0.3366376,0.3174837,0.5730308,0.5331801,0.6313121,0.543636,0.5739086,0.5894281,0.495849,0.5111747,0.640057,0.6189557,0.5587108,0.5949928,0.6336627,0.6078389,0.5996279
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.1319699,0.0993588,-0.7794154,-0.3589412,-0.6099557,-0.0417681,0.0030557,0.0988585,-0.0852222,-0.2324056,-0.0847979,0.1589937,0.1030405,0.0653143,-0.0051219,0.0147854,0.2046255,0.1694364,0.0192217
Argentina,ARG,Control of Corruption: Estimate,CC.EST,-0.1134242,-0.1921188,-0.4682112,-0.4783363,-0.4249913,-0.3881924,-0.3412537,-0.3402916,-0.4355765,-0.4449961,-0.3614692,-0.3661579,-0.4431399,-0.432282,-0.5416201,-0.5470577,-0.2840413,-0.2559502,-0.0702693
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,0.3764851,0.0321771,-0.2803573,-0.0474383,-0.0575691,-0.1242145,-0.0455042,-0.0159589,-0.1468119,-0.3182648,-0.16279,-0.1200561,-0.2385752,-0.2775489,-0.1591353,-0.0750081,0.1621292,0.149542,0.0259878
Argentina,ARG,Regulatory Quality: Estimate,RQ.EST,0.5708775,0.2572446,-0.9190252,-0.7089257,-0.7137598,-0.5483672,-0.6406317,-0.6682156,-0.7375205,-0.8450356,-0.7623686,-0.7222099,-0.9292172,-0.957261,-1.074257,-0.9114419,-0.4696253,-0.2911722,-0.2856962
Argentina,ARG,Rule of Law: Estimate,RL.EST,-0.005769,-0.1499227,-0.7579951,-0.7735142,-0.8073725,-0.5546548,-0.568944,-0.5916041,-0.6766081,-0.6754778,-0.590509,-0.5608934,-0.6796814,-0.7076761,-0.8860345,-0.770812,-0.3936059,-0.2456109,-0.2428666
Argentina,ARG,Voice and Accountability: Estimate,VA.EST,0.3088502,0.418347,0.2600628,0.3491253,0.3620409,0.2692317,0.4034365,0.4486213,0.3588959,0.2800475,0.3616894,0.3449418,0.2952099,0.2769879,0.3453205,0.4117875,0.4933509,0.5279635,0.5616491
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.6603959,-0.6835883,-0.2574752,0.2371981,-0.1168629,-0.067535,-0.2627405,0.150446,-0.0093653,0.2277748,0.0718553,-0.063869,0.154795,0.1103851,-0.2971358,-0.2523326,-0.6622638,-0.6206948,-0.4359334
Armenia,ARM,Control of Corruption: Estimate,CC.EST,-0.8611854,-0.7595353,-0.7465239,-0.5700286,-0.6104831,-0.6741413,-0.6708225,-0.7423844,-0.7080976,-0.6197577,-0.6963042,-0.656885,-0.5877874,-0.5319471,-0.5239985,-0.5338237,-0.5719545,-0.5604638,-0.3491441
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,-0.4754119,-0.5157526,-0.0914017,-0.1563007,-0.0922412,-0.139913,-0.2545792,-0.3758438,-0.1726939,-0.0297348,-0.1838435,-0.1289589,-0.0422713,0.0690115,-0.1980509,-0.1608088,-0.1581753,-0.1043894,-0.0243394
Armenia,ARM,Regulatory Quality: Estimate,RQ.EST,-0.0649073,-0.1165632,0.0394886,0.2097894,0.1291029,0.0834767,0.2846058,0.271804,0.3378677,0.2962559,0.3094823,0.2732067,0.349337,0.252607,0.2134245,0.2418069,0.2500556,0.2804864,0.3313852
Armenia,ARM,Rule of Law: Estimate,RL.EST,-0.3647019,-0.4785657,-0.423272,-0.3025564,-0.4226077,-0.4002492,-0.5464354,-0.4983765,-0.3405266,-0.475852,-0.4886399,-0.4409667,-0.4179131,-0.3442122,-0.3659055,-0.387853,-0.1191296,-0.1555746,-0.150221
Armenia,ARM,Voice and Accountability: Estimate,VA.EST,-0.3355184,-0.3745953,-0.4444211,-0.4674062,-0.5721655,-0.5913633,-0.7422228,-0.7593779,-0.8576297,-0.8764755,-0.847555,-0.6907798,-0.5704914,-0.5880308,-0.5620829,-0.5362936,-0.5792814,-0.5607514,-0.1132657
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,0.9938546,1.379847,1.305753,1.287163,1.319141,1.122499,1.100847,1.285738,1.263882,1.312226,1.164568,1.230921,1.284199,1.334757,1.362981
Aruba,ABW,Control of Corruption: Estimate,CC.EST,..,..,..,..,1.184472,1.278153,1.259531,1.269965,1.288655,1.116361,1.127209,1.109981,1.10298,1.126605,1.018918,1.297111,1.285848,1.291658,1.252211
Aruba,ABW,Government Effectiveness: Estimate,GE.EST,..,..,..,..,1.301713,1.292862,1.285327,1.252985,1.279326,1.500568,1.251719,1.242131,1.254732,1.227074,0.8916514,0.8835687,0.8932294,0.9177416,1.058392
Aruba,ABW,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,0.7719577,0.8663251,0.85605,0.877562,0.8945503,1.291655,1.347078,1.32283,1.408916,1.429111,1.250432,1.371496,1.347553,1.191759,0.8566312
Aruba,ABW,Rule of Law: Estimate,RL.EST,..,..,..,..,0.9298062,0.8572026,0.820513,0.8393938,0.8558134,1.433195,1.422983,1.330821,1.316215,1.299766,1.038312,1.261027,1.261745,1.330984,1.296759
Aruba,ABW,Voice and Accountability: Estimate,VA.EST,..,..,..,..,0.7375207,1.15323,1.017273,0.9721289,0.9671982,1.252344,1.281884,1.273588,1.28465,1.278059,1.276822,1.273942,1.279368,1.29432,1.306017
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.06588,1.334552,1.192911,0.8788021,0.9365029,0.8935112,0.9351878,0.9287898,0.9556448,0.855689,0.8888599,0.9357101,0.9979972,1.031073,1.032192,0.8849798,1.047958,0.8900895,1.002703
Australia,AUS,Control of Corruption: Estimate,CC.EST,1.849893,1.923246,1.809628,1.949854,2.028761,1.952358,1.960568,2.010918,2.042482,2.051661,2.031455,2.044637,1.985774,1.785322,1.853449,1.882113,1.816115,1.79507,1.80646
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.682469,1.810187,1.718943,1.837643,2.006778,1.751213,1.711956,1.825559,1.79397,1.705787,1.768756,1.69595,1.62144,1.639869,1.607115,1.564534,1.568509,1.535514,1.596495
Australia,AUS,Regulatory Quality: Estimate,RQ.EST,1.491512,1.637249,1.467519,1.607837,1.721607,1.600643,1.623903,1.683095,1.765919,1.819984,1.698415,1.858609,1.786468,1.800868,1.863708,1.788684,1.896966,1.930234,1.903537
Australia,AUS,Rule of Law: Estimate,RL.EST,1.800362,1.751407,1.79999,1.882049,1.815572,1.724451,1.77004,1.761237,1.770851,1.740398,1.764966,1.74258,1.766946,1.778639,1.923105,1.825212,1.755521,1.681837,1.714284
Australia,AUS,Voice and Accountability: Estimate,VA.EST,1.407491,1.471305,1.407233,1.442128,1.501542,1.507056,1.382795,1.3692,1.368076,1.383792,1.419766,1.453721,1.49919,1.436414,1.361716,1.355591,1.353702,1.3857,1.428863
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.111129,0.8238267,1.362206,0.9633993,1.090582,1.105386,1.075933,1.283752,1.339206,1.190602,1.152648,1.193522,1.340567,1.364101,1.2707,1.143079,0.9096388,1.046604,0.909404
Austria,AUT,Control of Corruption: Estimate,CC.EST,1.851166,1.809211,1.966434,2.019736,2.049625,1.92206,1.914531,2.013397,1.843035,1.703025,1.585462,1.431896,1.389731,1.550795,1.474735,1.519276,1.548537,1.526029,1.596492
Austria,AUT,Government Effectiveness: Estimate,GE.EST,1.87274,1.929282,1.942698,1.995846,1.865303,1.684595,1.831036,1.870187,1.78084,1.66658,1.841763,1.617761,1.575873,1.588477,1.572586,1.479127,1.511905,1.461261,1.453342
Austria,AUT,Regulatory Quality: Estimate,RQ.EST,1.403709,1.534618,1.58584,1.569717,1.524203,1.606079,1.644535,1.690031,1.606344,1.452587,1.452815,1.382634,1.524189,1.490679,1.48773,1.403266,1.440436,1.437395,1.532049
Austria,AUT,Rule of Law: Estimate,RL.EST,1.847457,1.842372,1.891656,1.887247,1.836986,1.859191,1.913557,1.960128,1.922995,1.78489,1.8003,1.801555,1.858179,1.851382,1.952464,1.855247,1.814967,1.812473,1.87477
Austria,AUT,Voice and Accountability: Estimate,VA.EST,1.354779,1.317559,1.307497,1.343882,1.475651,1.378657,1.372685,1.369262,1.358464,1.392846,1.430291,1.402444,1.448773,1.456567,1.391321,1.383533,1.337481,1.342785,1.380758
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.7009264,-0.8301941,-1.193173,-0.9486656,-1.061107,-1.127512,-1.094162,-0.6255671,-0.3334748,-0.2759402,-0.2385469,-0.532136,-0.7157518,-0.4128599,-0.5599095,-0.7295656,-0.8038791,-0.7478203,-0.6974149
Azerbaijan,AZE,Control of Corruption: Estimate,CC.EST,-1.300265,-1.300618,-1.179272,-1.007087,-1.163042,-1.04491,-1.089759,-1.122895,-1.148548,-1.188454,-1.243802,-1.178858,-1.126894,-0.9667774,-1.018747,-0.9299806,-0.8385039,-0.8853575,-0.8286991
Azerbaijan,AZE,Government Effectiveness: Estimate,GE.EST,-0.9765213,-1.005987,-0.9290094,-0.7668569,-0.7424284,-0.7294372,-0.6535253,-0.7891765,-0.7735335,-0.6581194,-0.8069344,-0.7651483,-0.7826402,-0.4750386,-0.3638154,-0.2573686,-0.1656132,-0.1682509,-0.1004674
Azerbaijan,AZE,Regulatory Quality: Estimate,RQ.EST,-0.9756591,-0.9318838,-0.7069774,-0.5656479,-0.5902202,-0.5777211,-0.5232428,-0.4590306,-0.354921,-0.3080575,-0.3723761,-0.3719663,-0.4555908,-0.4083123,-0.2771416,-0.2547193,-0.2820228,-0.2456636,-0.3006527
Azerbaijan,AZE,Rule of Law: Estimate,RL.EST,-1.139705,-1.14998,-0.908657,-0.8365198,-0.8747746,-0.7917499,-0.8850427,-0.87931,-0.8324519,-0.8799943,-0.893052,-0.8937066,-0.8345112,-0.7238573,-0.6722394,-0.6736943,-0.5198614,-0.5556712,-0.6002193
Azerbaijan,AZE,Voice and Accountability: Estimate,VA.EST,-1.022841,-0.906229,-0.9812882,-1.044705,-1.056702,-1.124164,-1.279161,-1.233397,-1.325132,-1.259756,-1.304588,-1.301848,-1.299482,-1.402769,-1.479178,-1.552387,-1.561036,-1.562905,-1.496132
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.086337,1.280098,0.9565003,0.8269992,0.8910711,0.9386368,0.8106488,0.7300045,0.7748387,0.8605515,0.9936922,1.103621,1.184026,1.134825,0.9564701,0.9074765,0.9754187,0.9893678,0.8700209
"Bahamas, The",BHS,Control of Corruption: Estimate,CC.EST,1.33757,1.348332,1.45681,1.453112,1.430822,1.337382,1.35162,1.336277,1.342183,1.367955,1.354776,1.353807,1.323943,1.341892,1.313177,1.135789,1.108054,1.173832,1.13127
"Bahamas, The",BHS,Government Effectiveness: Estimate,GE.EST,1.319277,1.295001,1.309838,1.282935,1.221895,1.210941,1.169823,1.108991,1.149585,1.008501,1.075746,0.9800856,0.9895768,0.872555,0.7289602,0.7127459,0.7195333,0.5770623,0.5391499
"Bahamas, The",BHS,Regulatory Quality: Estimate,RQ.EST,1.061407,1.193974,1.342486,1.186557,1.133929,1.106881,1.051078,1.028625,1.052687,0.8027678,0.5507844,0.5280252,0.3950239,0.1900627,0.1719736,0.1661729,0.2575893,0.1213075,0.1804527
"Bahamas, The",BHS,Rule of Law: Estimate,RL.EST,1.295583,1.316824,1.430701,1.453665,1.399562,1.377809,1.086698,1.266324,1.195434,0.7967279,0.7224865,0.617183,0.6197219,0.6379098,0.6654289,0.5971192,0.2603121,0.1893446,0.096694
"Bahamas, The",BHS,Voice and Accountability: Estimate,VA.EST,1.157477,1.202225,1.188937,1.032272,0.9845395,0.9425191,1.020234,1.098432,1.121914,1.007146,0.9882097,0.9601085,0.9345739,0.9244487,1.047354,0.9514745,0.8521555,0.8486738,0.7957626
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.1614981,0.055774,0.2841461,0.483239,0.3126653,0.0116022,-0.3664373,-0.2471969,-0.2374032,-0.1364494,-0.4934764,-0.9508419,-1.129955,-1.335418,-0.9074749,-1.07354,-0.7934257,-0.9614251,-0.8409045
Bahrain,BHR,Control of Corruption: Estimate,CC.EST,0.2731056,0.3809991,0.8205786,0.3998932,0.4514511,0.3900585,0.1940299,0.1807736,0.18894,0.1851566,0.183213,0.2173178,0.3738421,0.4330941,0.2788305,0.1388495,-0.0158624,-0.1409623,-0.147291
Bahrain,BHR,Government Effectiveness: Estimate,GE.EST,0.603047,0.5889424,0.5528279,0.4817965,0.546102,0.3969875,0.3956852,0.4089861,0.3868127,0.4806274,0.456938,0.5206671,0.5497593,0.588787,0.5650396,0.5598009,0.3278428,0.1939208,0.1798774
Bahrain,BHR,Regulatory Quality: Estimate,RQ.EST,0.8064877,0.7893434,0.9075058,0.6542107,0.7115225,0.6620233,0.6833447,0.7653286,0.7110434,0.6942499,0.7138977,0.7209967,0.6894466,0.6073823,0.7084731,0.8196669,0.6082391,0.4145159,0.4169226
Bahrain,BHR,Rule of Law: Estimate,RL.EST,0.3774787,0.2984581,0.5676903,0.6202008,0.7094293,0.6062749,0.3795384,0.5328299,0.5328768,0.5172865,0.4355193,0.352287,0.258339,0.3310837,0.4137195,0.4250485,0.4563805,0.4467034,0.4122726
Bahrain,BHR,Voice and Accountability: Estimate,VA.EST,-1.065403,-1.05688,-0.5711637,-0.5907056,-0.5615494,-0.7431749,-0.9039665,-0.8565266,-0.8689175,-0.7910007,-0.9659101,-1.217317,-1.318025,-1.317464,-1.311063,-1.313066,-1.372085,-1.386648,-1.405623
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.3685636,-0.7245092,-1.033551,-1.115403,-1.36126,-1.863764,-1.505493,-1.540048,-1.505937,-1.544713,-1.425789,-1.404737,-1.379089,-1.627859,-0.8955632,-1.212018,-1.261937,-1.255888,-0.985925
